Hugs from Behind|hugs.jpg|Diptesh|
Long Walks|long_walks.jpeg|Diptesh|
Cook dinner together|dinner_together.jpg|Diptesh|
Watch the stars together|stars_together.jpg|Diptesh|
Binge watch shows|binge.jpg|Gunjan|
Watch the Aurora Borealis together|aurora.jpg|Gunjan|
Walk on a beach|beach.jpg|Diptesh|
Go on a long night drive|long_drives.jpg|Gunjan|
Sing songs together|singing_together.jpg|Diptesh|
The Titanic pose|pose.jpg|Gunjan|
